,variable,mapped_id,description,calculation,index,map
255,academics.program.certificate_lt_2_yr.mechanic_repair_technology,CIP47CERT2,Certificate of at least one but less than two academic years in Mechanic And Repair Technologies/Technicians.,,,
256,academics.program.assoc.mechanic_repair_technology,CIP47ASSOC,Associate degree in Mechanic And Repair Technologies/Technicians.,,,
257,academics.program.certificate_lt_4_yr.mechanic_repair_technology,CIP47CERT4,Award of at least two but less than four academic years in Mechanic And Repair Technologies/Technicians.,,,
258,academics.program.bachelors.mechanic_repair_technology,CIP47BACHL,Bachelor's degree in Mechanic And Repair Technologies/Technicians.,,,
259,academics.program.certificate_lt_1_yr.precision_production,CIP48CERT1,Certificate of less than one academic year in Precision Production.,,,
260,academics.program.certificate_lt_2_yr.precision_production,CIP48CERT2,Certificate of at least one but less than two academic years in Precision Production.,,,
261,academics.program.assoc.precision_production,CIP48ASSOC,Associate degree in Precision Production.,,,
262,academics.program.certificate_lt_4_yr.precision_production,CIP48CERT4,Award of at least two but less than four academic years in Precision Production.,,,
263,academics.program.bachelors.precision_production,CIP48BACHL,Bachelor's degree in Precision Production.,,,
264,academics.program.certificate_lt_1_yr.transportation,CIP49CERT1,Certificate of less than one academic year in Transportation And Materials Moving.,,,
265,academics.program.certificate_lt_2_yr.transportation,CIP49CERT2,Certificate of at least one but less than two academic years in Transportation And Materials Moving.,,,
266,academics.program.assoc.transportation,CIP49ASSOC,Associate degree in Transportation And Materials Moving.,,,
267,academics.program.certificate_lt_4_yr.transportation,CIP49CERT4,Award of at least two but less than four academic years in Transportation And Materials Moving.,,,
268,academics.program.bachelors.transportation,CIP49BACHL,Bachelor's degree in Transportation And Materials Moving.,,,
269,academics.program.certificate_lt_1_yr.visual_performing,CIP50CERT1,Certificate of less than one academic year in Visual And Performing Arts.,,,
270,academics.program.certificate_lt_2_yr.visual_performing,CIP50CERT2,Certificate of at least one but less than two academic years in Visual And Performing Arts.,,,
271,academics.program.assoc.visual_performing,CIP50ASSOC,Associate degree in Visual And Performing Arts.,,,
272,academics.program.certificate_lt_4_yr.visual_performing,CIP50CERT4,Award of at least two but less than four academic years in Visual And Performing Arts.,,,
273,academics.program.bachelors.visual_performing,CIP50BACHL,Bachelor's degree in Visual And Performing Arts.,,,
274,academics.program.certificate_lt_1_yr.health,CIP51CERT1,Certificate of less than one academic year in Health Professions And Related Programs.,,,
275,academics.program.certificate_lt_2_yr.health,CIP51CERT2,Certificate of at least one but less than two academic years in Health Professions And Related Programs.,,,
276,academics.program.assoc.health,CIP51ASSOC,Associate degree in Health Professions And Related Programs.,,,
277,academics.program.certificate_lt_4_yr.health,CIP51CERT4,Award of at least two but less than four academic years in Health Professions And Related Programs.,,,
278,academics.program.bachelors.health,CIP51BACHL,Bachelor's degree in Health Professions And Related Programs.,,,
279,academics.program.certificate_lt_1_yr.business_marketing,CIP52CERT1,"Certificate of less than one academic year in Business, Management, Marketing, And Related Support Services.",,,
280,academics.program.certificate_lt_2_yr.business_marketing,CIP52CERT2,"Certificate of at least one but less than two academic years in Business, Management, Marketing, And Related Support Services.",,,
281,academics.program.assoc.business_marketing,CIP52ASSOC,"Associate degree in Business, Management, Marketing, And Related Support Services.",,,
282,academics.program.certificate_lt_4_yr.business_marketing,CIP52CERT4,"Award of at least two but less than four academic years in Business, Management, Marketing, And Related Support Services.",,,
283,academics.program.bachelors.business_marketing,CIP52BACHL,"Bachelor's degree in Business, Management, Marketing, And Related Support Services.",,,
284,academics.program.certificate_lt_1_yr.history,CIP54CERT1,Certificate of less than one academic year in History.,,,
285,academics.program.certificate_lt_2_yr.history,CIP54CERT2,Certificate of at least one but less than two academic years in History.,,,
286,academics.program.assoc.history,CIP54ASSOC,Associate degree in History.,,,
287,academics.program.certificate_lt_4_yr.history,CIP54CERT4,Award of at least two but less than four academic years in History.,,,
288,academics.program.bachelors.history,CIP54BACHL,Bachelor's degree in History.,,,
289,school.online_only,DISTANCEONLY,Flag for distance-education-only education,,,
290,student.size,UGDS,Enrollment of undergraduate certificate/degree-seeking students,,integer,
291,student.enrollment.all,UG,Enrollment of all undergraduate students,,,
292,student.demographics.race_ethnicity.white,UGDS_WHITE,Total share of enrollment of undergraduate degree-seeking students who are white,,,
293,student.demographics.race_ethnicity.black,UGDS_BLACK,Total share of enrollment of undergraduate degree-seeking students who are black,,,
294,student.demographics.race_ethnicity.hispanic,UGDS_HISP,Total share of enrollment of undergraduate degree-seeking students who are Hispanic,,,
295,student.demographics.race_ethnicity.asian,UGDS_ASIAN,Total share of enrollment of undergraduate degree-seeking students who are Asian,,,
296,student.demographics.race_ethnicity.aian,UGDS_AIAN,Total share of enrollment of undergraduate degree-seeking students who are American Indian/Alaska Native,,,
297,student.demographics.race_ethnicity.nhpi,UGDS_NHPI,Total share of enrollment of undergraduate degree-seeking students who are Native Hawaiian/Pacific Islander,,,
298,student.demographics.race_ethnicity.two_or_more,UGDS_2MOR,Total share of enrollment of undergraduate degree-seeking students who are two or more races,,,
299,student.demographics.race_ethnicity.non_resident_alien,UGDS_NRA,Total share of enrollment of undergraduate degree-seeking students who are non-resident aliens,,,
300,student.demographics.race_ethnicity.unknown,UGDS_UNKN,Total share of enrollment of undergraduate degree-seeking students whose race is unknown,,,
301,student.demographics.race_ethnicity.white_non_hispanic,UGDS_WHITENH,Total share of enrollment of undergraduate degree-seeking students who are white non-Hispanic,,,
302,student.demographics.race_ethnicity.black_non_hispanic,UGDS_BLACKNH,Total share of enrollment of undergraduate degree-seeking students who are black non-Hispanic,,,
303,student.demographics.race_ethnicity.asian_pacific_islander,UGDS_API,Total share of enrollment of undergraduate degree-seeking students who are Asian/Pacific Islander,,,
304,student.demographics.race_ethnicity.aian_prior_2009,UGDS_AIANOLD,Total share of enrollment of undergraduate degree-seeking students who are American Indian/Alaska Native,,,
305,student.demographics.race_ethnicity.hispanic_prior_2009,UGDS_HISPOLD,Total share of enrollment of undergraduate degree-seeking students who are Hispanic,,,
306,student.demographics.non_resident_aliens_2000,UG_NRA,Total share of enrollment of undergraduate students who are non-resident aliens,,,
307,student.demographics.race_ethnicity.unknown_2000,UG_UNKN,Total share of enrollment of undergraduate students whose race is unknown,,,
308,student.demographics.race_ethnicity.white_2000,UG_WHITENH,Total share of enrollment of undergraduate students who are white non-Hispanic,,,
309,student.demographics.race_ethnicity.black_2000,UG_BLACKNH,Total share of enrollment of undergraduate students who are black non-Hispanic,,,
310,student.demographics.race_ethnicity.api_2000,UG_API,Total share of enrollment of undergraduate students who are Asian/Pacific Islander,,,
311,student.demographics.race_ethnicity.aian_2000,UG_AIANOLD,Total share of enrollment of undergraduate students who are American Indian/Alaska Native,,,
312,student.demographics.race_ethnicity.hispanic_2000,UG_HISPOLD,Total share of enrollment of undergraduate students who are Hispanic,,,
313,student.part_time_share,PPTUG_EF,"Share of undergraduate, degree-/certificate-seeking students who are part-time",,,
314,student.part_time_share_2000,PPTUG_EF2,"Share of undergraduate, degree-/certificate-seeking students who are part-time",,,
315,school.operating,CURROPER,"Flag for currently operating institution, 0=closed, 1=operating",,tinyint,
316,cost.avg_net_price.public,NPT4_PUB,Average net price for Title IV institutions (public institutions),,integer,
317,cost.avg_net_price.private,NPT4_PRIV,Average net price for Title IV institutions (private for-profit and nonprofit institutions),,integer,
318,cost.avg_net_price.program_year,NPT4_PROG,Average net price for the largest program at the institution for program-year institutions,,,
319,cost.avg_net_price.other_academic_year,NPT4_OTHER,"Average net price for the largest program at the institution for schools on ""other"" academic year calendars",,,
320,cost.net_price.public.by_income_level.0-30000,NPT41_PUB,"Average net price for $0-$30,000 family income (public institutions)",,integer,
321,cost.net_price.public.by_income_level.30001-48000,NPT42_PUB,"Average net price for $30,001-$48,000 family income (public institutions)",,integer,
322,cost.net_price.public.by_income_level.48001-75000,NPT43_PUB,"Average net price for $48,001-$75,000 family income (public institutions)",,integer,
323,cost.net_price.public.by_income_level.75001-110000,NPT44_PUB,"Average net price for $75,001-$110,000 family income (public institutions)",,integer,
324,cost.net_price.public.by_income_level.110001-plus,NPT45_PUB,"Average net price for $110,000+ family income (public institutions)",,integer,
325,cost.net_price.private.by_income_level.0-30000,NPT41_PRIV,"Average net price for $0-$30,000 family income (private for-profit and nonprofit institutions)",,integer,
326,cost.net_price.private.by_income_level.30001-48000,NPT42_PRIV,"Average net price for $30,001-$48,000 family income (private for-profit and nonprofit institutions)",,integer,
327,cost.net_price.private.by_income_level.48001-75000,NPT43_PRIV,"Average net price for $48,001-$75,000 family income (private for-profit and nonprofit institutions)",,integer,
328,cost.net_price.private.by_income_level.75001-110000,NPT44_PRIV,"Average net price for $75,001-$110,000 family income (private for-profit and nonprofit institutions)",,integer,
329,cost.net_price.private.by_income_level.110001-plus,NPT45_PRIV,"Average net price for $110,000+ family income (private for-profit and nonprofit institutions)",,integer,
